cleaned_text,text_cleaned,raw_sentiment_label,raw_sentiment_score,sentiment_category,confidence_level,text_length,word_count
gara gapunya duit gi kacau anggaran apbn disunat sunatin buat ngasih makan siang gratis bayangin aja sampe listrik air aja anggarannya disunat belom lg tech refresh sama renewal warranty jg disunat berdarah darah industri it hotel dan percetakan di tahun ini,gara gapunya uang kacau anggaran anggar dapat dan belanja negara sunat sunatin buat ngasih makan siang gratis bayangin sampe listrik air anggar sunat bom tech refresh sama renewal warranty sunat darah darah industri hotel cetak tahun,Negative,0.9933106899261475,negative,high,233,36
semua apbn abis buat makan siang gratis kan,semua anggar dapat dan belanja negara habis buat makan siang gratis kan,Neutral,0.9996751546859741,neutral,high,71,12
terlepas dari progran makan siang gratis tetep ya jatuhnya apbn ke transum tidak terpenuhidiperpanjangdahal selama ada teman bus pengguna sangat terbantu terutama anak sekolah krn bisa gratis,lepas progran makan siang gratis tetap jatuh anggar dapat dan belanja negara transum tidak_terpenuhidiperpanjangdahal lama teman bus guna sangat bantu utama anak sekolah gratis,Positive,0.9974017143249512,negative,high,176,24
kalau gara makan siang gratis dipaksa dengan mengorbankan pendidikan artinya presiden sudah melanggar uud yang mana apbn untuk pendidikan justru bukan dipakai untuk pendidikan bagaimana kita bisa memperbaiki indonesia pak,kalau gara makan siang gratis paksa korban didik arti presiden langgar uud mana anggar dapat dan belanja negara didik justru bukan_dipakai didik bagaimana baik indonesia pak,Negative,0.9991133809089661,negative,high,173,26
semua hal yg sedang dan akan dijalankan ada penundaan anggaran karna banyak yg dipotong dari apbn buat menghemat tapi arah penghematannya sepertinya yah itu ke program utamanya ri yang makan siang gratis itu,semua sedang jalan tunda anggaran banyak potong anggar dapat dan belanja negara buat hemat arah hemat seperti yah program utama makan siang gratis,Positive,0.9888051748275757,positive,high,146,23
presiden saya usul karena polri dibiayai aguan oligarkilebih baik anggran dari apbn untuk polri di alihkan guna makan siang gratis oke,presiden usul polri biaya aguan oligarkilebih baik anggran anggar dapat dan belanja negara polri alih makan siang gratis baik,Neutral,0.9997472167015076,positive,high,125,19
serangga belalang ulat sagu jd protein makan siang gratis apbn cekak pemerintah sdh putus asa pipedvideowatchvjvlwgi,serangga belalang ulat sagu jadi protein makan siang gratis anggar dapat dan belanja negara cekak pemerintah putus asa pipedvideowatchvjvlwgi,Neutral,0.9888145327568054,neutral,high,141,19
gimana mau dapet sokongan ri sekarang ambisinya makan siang gratis yang butuh dana selangit makanya segala macam upaya di lakuin naikin pajak pangkas apbn ini apbn itu,gimana mau dapet sokong sekarang ambisi makan siang gratis butuh dana langit makanya segala macam upaya lakuin naikin pajak pangkas anggar dapat dan belanja negara anggar dapat dan belanja negara,Negative,0.9931633472442627,negative,high,195,30
serangga belalang ulat sagu jd protein makan siang gratis apbn cekak pipedvideojvlwgixhqsiypa via,serangga belalang ulat sagu jadi protein makan siang gratis anggar dapat dan belanja negara cekak pipedvideojvlwgixhqsiypa via,Neutral,0.9877156615257263,neutral,high,126,17
serangga belalang ulat sagu jd protein makan siang gratis apbn cekak pemerintah sdh putus asa pipedvideowatchvjvlw,serangga belalang ulat sagu jadi protein makan siang gratis anggar dapat dan belanja negara cekak pemerintah putus asa pipedvideowatchvjvlw,Neutral,0.9911516308784485,neutral,high,139,19
saat ini belum terasa beberapa tahun kedepan akan terasa dengan kenaikan pajak apbn karena anggaran negara yang terus membengkak dari waktu ke waktu saat ini saja sudah mulai terasa dengan adanya makan siang gratis,asa beberapa tahun depan asa naik pajak anggar dapat dan belanja negara anggaran negara terus bengkak waktu waktu mulai asa ada makan siang gratis,Neutral,0.9988270401954651,neutral,high,146,24
menurutku makan siang gratis dan nambah menteri tuh smartest decision yg dibuat paduka raja sih soalnya efektif buat menghemat anggaran yang jadi menteri suruh sedekah ke apbn tiap hari jumat minimal jt dan mengurangi kemungkinan korupsi ganti nama jadi biaya admin cmiiw,turut makan siang gratis nambah menteri smartest decision buat paduka raja soal efektif buat hemat anggaran jadi menteri suruh sedekah anggar dapat dan belanja negara tiap hari jumat minimal kurang mungkin korupsi ganti nama jadi biaya admin cmiiw,Neutral,0.9996280670166016,negative,high,247,38
kalo cuma mau nyuruh rakyat makan belalang dan ulat ga usah kasih makan gratis tiap musim anak didesa itu makan belalangulat jadi pemerintah ga perlu repot kasih makan siang ga menghamburkan apbn buat hal yg tidak substantif,kalau cuma mau nyuruh masyarakat makan belalang ulat ga_usah kasih makan gratis tiap musim anak desa makan belalangulat jadi pemerintah ga_perlu repot kasih makan siang ga_menghamburkan anggar dapat dan belanja negara buat tidak_substantif,Negative,0.9800181984901428,negative,high,239,33
pecat kepala badan gizi nasionalmaluin aja pak mohon bubarkan badanlembaga unfaedahbebani apbnmerusak citrakinerjadan reputasi makan siang gratis mending alihkan ke pemda sjamreka lbh tahuawasi ketat,pecat kepala badan gizi nasionalmaluin pak mohon bubar badanlembaga unfaedahbebani apbnmerusak citrakinerjadan reputasi makan siang gratis lebih baik alih perintah daerah sjamreka lbh tahuawasi ketat,Negative,0.9994633793830872,negative,high,199,25
dibilangin bubar ini baru bulan januari apbn udah empotan buat makan siang gratis,dibilangin bubar baru bulan januari anggar dapat dan belanja negara empot buat makan siang gratis,Neutral,0.9655682444572449,neutral,high,97,15
tolol mana ada makan siang gratisduitnya aja dari apbnuang pajak yg kita bayarbukan uang wowo atau fufufafa,tolol mana makan siang gratisduitnya apbnuang pajak bayarbukan uang wowo fufufafa,Negative,0.9994791150093079,negative,high,81,11
pengeluaran terbesar indonesia itu di bansos t apalagi ditambah makan siang gratis pengeluaran untuk gaji seluruh pegawai t defisit apbn t jadi cukup hapus semua bansos indonesia gak perlu ngutang,keluar besar indonesia bantu sosial tambah makan siang gratis keluar gaji seluruh pegawai defisit anggar dapat dan belanja negara jadi cukup hapus semua bantu sosial indonesia gak_perlu ngutang,Negative,0.9966918230056763,negative,high,193,28
makan siang gratis swadaya tanpa apbn ingin partisipasi silahkan inbox lihat video miqdadhusein tiktok vttiktokcomzsscrg,makan siang gratis swadaya anggar dapat dan belanja negara partisipasi silah inbox lihat video miqdadhusein tiktok vttiktokcomzsscrg,Neutral,0.9996368885040283,neutral,high,132,17
belum lagi ngomongin anggaran apbn yg kian parah karena banyak duit untuk makan siang gratis belum lagi kalo makan siangnya untuk anakanak smp dan sma yg kalo dikaji secara urgensi jauh lebih urgent pemenuhan gizi untuk ibu hamil dan anak balita,ngomongin anggaran anggar dapat dan belanja negara kian parah banyak uang makan siang gratis kalau makan siang anakanak smp sama kalau kaji urgensi jauh lebih urgent penuh gizi ibu hamil anak balita,Negative,0.9994545578956604,negative,high,198,32
sangat menyedihkan presiden ini apbn tekor ratusan triliun karena ulah muliono bayar cicilan utang udah sesak kini utang lagi untuk hal yg tidak penting sekarang ikn dan makan siang gratis dengan utang tidak perduli dengan lowongan pekerjaan hukum yg carut marut,sangat sedih presiden anggar dapat dan belanja negara tekor ratus triliun ulah muliono bayar cicil utang sesak kini utang tidak_penting sekarang ikn makan siang gratis utang tidak_perduli lowong kerja hukum kacau kacau,Negative,0.9998581409454346,negative,high,218,32
kasih tau sama si deddy itu makan siang tidak gratis karena sumber keuangannya apbn uang negara berarti uang rakyat jadi wajar saja kalo anak sd itu bicara jujur enak atau gak enak lha wong duitnya dewek,kasih tahu sama deddy makan siang tidak_gratis sumber uang anggar dapat dan belanja negara uang negara arti uang masyarakat jadi wajar kalau anak bicara jujur enak gak_enak lha wong duit dewek,Negative,0.9993129968643188,negative,high,192,31
makan siang gratis non apbn di depan gedung pui dekat terminal cirebon ingin partisipasi silahkan inbox insya allah amanah lihat video miqdadhusein tiktok vttiktokcomzsgtggbb,makan siang gratis non anggar dapat dan belanja negara depan gedung pui dekat terminal cirebon partisipasi silah inbox insya allah amanah lihat video miqdadhusein tiktok vttiktokcomzsgtggbb,Neutral,0.9980371594429016,positive,high,189,26
presiden prabowo adakan program makan bergizi gratis sebagai lompatan besar cegah stunting dan dorong sdm unggul,presiden prabowo adakan program makan gizi gratis lompat besar cegah stunting dorong sdm unggul,Neutral,0.9995982050895691,neutral,high,95,14
gizi cukup itu hak anak bangsa apresiasi buat presiden prabowo yang udah peduli dan realisasikan program makan bergizi gratis,gizi cukup hak anak bangsa apresiasi buat presiden prabowo peduli realisasi program makan gizi gratis,Positive,0.9033631682395935,positive,high,101,15
presiden prabowo paham banget pentingnya gizi buat sdm unggul program makan gratis jadi bukti nyata perhatian beliau,presiden prabowo paham sangat penting gizi buat sdm unggul program makan gratis jadi bukti nyata perhati beliau,Positive,0.9981302618980408,positive,high,111,17
anakanak sehat sdm unggul berkat program makan bergizi gratis dari presiden prabowo yang terus digencarkan,anakanak sehat sdm unggul berkat program makan gizi gratis presiden prabowo terus gencar,Positive,0.989403486251831,positive,high,88,13
langkah strategis presiden prabowo lewat program makan bergizi gratis bikin anakanak indonesia punya masa depan lebih baik,langkah strategis presiden prabowo lewat program makan gizi gratis bikin anakanak indonesia punya masa depan lebih baik,Neutral,0.9721469879150391,positive,high,119,17
presiden prabowo ngerti betul pentingnya gizi untuk sdm kuat program makan bergizi gratis jawab tantangan stunting,presiden prabowo ngerti betul penting gizi sdm kuat program makan gizi gratis jawab tantang stunting,Neutral,0.9994921684265137,neutral,high,100,15
program makan bergizi gratis dari presiden prabowo bisa ubah nasib banyak anak indonesia dari ancaman stunting,program makan gizi gratis presiden prabowo ubah nasib banyak anak indonesia ancam stunting,Neutral,0.9996962547302246,neutral,high,90,13
langkah presiden prabowo benerbener nyata lewat program makan bergizi gratis cegah stunting biar sdm indonesia makin power tahun,langkah presiden prabowo benerbener nyata lewat program makan gizi gratis cegah stunting biar sdm indonesia makin power tahun,Neutral,0.9655877351760864,neutral,high,125,18
presiden prabowo paham banget akar masalah bangsa makanya fokus di gizi anak lewat program makan gratis biar citacita indonesia emas makin dekat,presiden prabowo paham sangat akar masalah bangsa makanya fokus gizi anak lewat program makan gratis biar citacita indonesia emas makin dekat,Positive,0.9499786496162415,negative,high,141,21
gerakan program makan bergizi gratis ala presiden prabowo tuh ngebantu banget cegah stunting biar anakanak kita siap jadi sdm unggul indonesia emas,gera program makan gizi gratis ala presiden prabowo ngebantu sangat cegah stunting biar anakanak siap jadi sdm unggul indonesia emas,Negative,0.9997585415840149,negative,high,132,20
program makan gratis itu hak anak keren banget presiden prabowo menjadikan ini prioritas utama,program makan gratis hak anak bagus sangat presiden prabowo jadi prioritas utama,Positive,0.9995588660240173,positive,high,80,12
program makan bergizi gratis gagasan presiden prabowo pastinya bakal memperkuat fondasi sdm indonesia untuk,program makan gizi gratis gagas presiden prabowo pasti bakal kuat fondasi sdm indonesia,Neutral,0.5104656219482422,neutral,low,87,13
program makan bergizi gratis solusi keren untuk cegah stunting demi indonesia emas dari presiden prabowo,program makan gizi gratis solusi bagus cegah stunting indonesia emas presiden prabowo,Positive,0.9797154664993286,positive,high,85,12
sdm unggul bisa terwujud kalau gizi dijaga sejak dini makanya bagus banget ada program makan bergizi gratis dari presiden prabowo,sdm unggul wujud kalau gizi jaga sejak dini makanya bagus sangat program makan gizi gratis presiden prabowo,Positive,0.9992510676383972,positive,high,107,17
masa depan indonesia cerah kalo anakanak cukup gizi makasih presiden prabowo udah pikirin lewat program makan gratis ini,masa depan indonesia cerah kalau anakanak cukup gizi terima kasih presiden prabowo pikirin lewat program makan gratis,Positive,0.9748049378395081,positive,high,117,17
setuju banget sama program makan bergizi gratis presiden prabowo biar sdm unggul makin merata sampai pelosok,tuju sangat sama program makan gizi gratis presiden prabowo biar sdm unggul makin rata pelosok,Neutral,0.8345068693161011,neutral,high,94,15
gizi cukup adalah pondasi indonesia emas makanya program makan gratis dari presiden prabowo sangat berarti,gizi cukup pondasi indonesia emas makanya program makan gratis presiden prabowo sangat arti,Positive,0.9962826371192932,positive,high,91,13
bukti nyata presiden prabowo peduli masa depan bangsa program makan bergizi gratis jadi fondasi kuat sdm unggul buat indonesia emas,bukti nyata presiden prabowo peduli masa depan bangsa program makan gizi gratis jadi fondasi kuat sdm unggul buat indonesia emas,Positive,0.998022198677063,positive,high,128,20
percaya deh program makan bergizi gratis dari presiden prabowo bakal jadi fondasi penting menuju indonesia emas,percaya program makan gizi gratis presiden prabowo bakal jadi fondasi penting tuju indonesia emas,Neutral,0.9705219268798828,neutral,high,97,14
